"WBIC","Year","Lake","age0cpe.mile","id","recruitment","GDD_wtr_5c","ice_off_julian_date","coef_var_30.60","mean.GDD","area.hectares","Conductance","mean.lmb.standardized"
"377900",1999,"JUNGLE L",53.63636364,"377900 1999","1",2329.25560998211,100,0.175522821031663,2393.64565394821,72.64690274,104.8,0.449555056996124
"377900",2001,"JUNGLE L",61.36363636,"377900 2001","1",2388.45826686992,108,0.176336606165566,2393.64565394821,72.64690274,104.8,0.449555056996124
"377900",2002,"JUNGLE L",34.54545455,"377900 2002","1",2414.16833079955,103,0.28804484026426,2393.64565394821,72.64690274,104.8,0.449555056996124
"378400",2000,"ROBERTS L",7.333333333,"378400 2000","0",2380.42084149806,95,0.120186206128743,2387.93252172683,176.064515,187,-0.645945346503096
"378400",2001,"ROBERTS L",11.222222224,"378400 2001","1",2446.93703738991,109,0.140301294531659,2387.93252172683,176.064515,187,-0.645945346503096
"378400",2002,"ROBERTS L",3.333333333,"378400 2002","0",2456.67100002765,104,0.278337892987389,2387.93252172683,176.064515,187,-0.645945346503096
"378400",1999,"ROBERTS L",0.222222222,"378400 1999","0",2381.61988078865,103,0.183010698700031,2387.93252172683,176.064515,187,-0.645945346503096
"378400",2010,"ROBERTS L",0.222222222,"378400 2010","0",2587.55020240295,95,0.282424919535053,2387.93252172683,176.064515,187,-0.645945346503096
"378400",1991,"ROBERTS L",44.22222222,"378400 1991","1",2437.31626113368,104,0.136306491041981,2387.93252172683,176.064515,187,-0.645945346503096
"378400",1994,"ROBERTS L",45.55555556,"378400 1994","1",2350.37482429998,106,0.13458577975282,2387.93252172683,176.064515,187,-0.645945346503096
"378400",1996,"ROBERTS L",3.684210526,"378400 1996","0",2062.57012627374,125,0.130455414717034,2387.93252172683,176.064515,187,-0.645945346503096
"387200",1995,"OTTER L",0.416666667,"387200 1995","0",2257.61453644486,107,0.192886959513618,2322.78115564158,34.03750005,108,0.586196345145971
"387200",2009,"OTTER L",1.25,"387200 2009","0",2088.44892681065,108,0.119740481862927,2322.78115564158,34.03750005,108,0.586196345145971
"387200",2004,"OTTER L",0,"387200 2004","0",2205.47406256616,109,0.136051326939509,2322.78115564158,34.03750005,108,0.586196345145971
"387200",2005,"OTTER L",2.608695652,"387200 2005","0",2546.84490466708,105,0.261713269902042,2322.78115564158,34.03750005,108,0.586196345145971
"387200",2010,"OTTER L",0,"387200 2010","0",2515.52334771916,94,0.302454041598346,2322.78115564158,34.03750005,108,0.586196345145971
"394400",1988,"L METONGA",13.29113924,"394400 1988","1",2299.12413173946,109,0.227993615567011,2292.10759929571,824.9678204,198,-0.874704075820993
"394400",1998,"L METONGA",4.17721519,"394400 1998","0",2536.41667138032,99,0.1502946334241,2292.10759929571,824.9678204,198,-0.874704075820993
"394400",1999,"L METONGA",1.772151899,"394400 1999","0",2291.31586299626,105,0.244334663003551,2292.10759929571,824.9678204,198,-0.874704075820993
"394400",2001,"L METONGA",4.303797468,"394400 2001","0",2379.1907986272,110,0.140457179956438,2292.10759929571,824.9678204,198,-0.874704075820993
"394400",1996,"L METONGA",10.63291139,"394400 1996","1",1935.22200186601,128,0.177406478473296,2292.10759929571,824.9678204,198,-0.874704075820993
"394400",2005,"L METONGA",5.063291139,"394400 2005","0",2519.07056004891,107,0.335195519316033,2292.10759929571,824.9678204,198,-0.874704075820993
"394400",2007,"L METONGA",3.797468354,"394400 2007","0",2595.58498188228,104,0.151981185733188,2292.10759929571,824.9678204,198,-0.874704075820993
"394400",2011,"L METONGA",45.94936709,"394400 2011","1",2360.55116772532,112,0.162380100049276,2292.10759929571,824.9678204,198,-0.874704075820993
"394400",2003,"L METONGA",0.632911392,"394400 2003","0",2290.25929022067,115,0.149176066653322,2292.10759929571,824.9678204,198,-0.874704075820993
"394400",2013,"METONGA",20.51,"394400 2013","1",2331.58050930569,115,0.127767019790518,2292.10759929571,824.9678204,198,-0.874704075820993
"394400",1989,"L METONGA",25.3164557,"394400 1989","1",2118.55485769394,115,0.150202168594458,2292.10759929571,824.9678204,198,-0.874704075820993
"394400",1990,"L METONGA",7.257383966,"394400 1990","0",2193.48520626739,112,0.156920002930001,2292.10759929571,824.9678204,198,-0.874704075820993
"394400",1993,"L METONGA",3.417721519,"394400 1993","0",1947.04275109079,114,0.16535935574113,2292.10759929571,824.9678204,198,-0.874704075820993
"417400",2005,"ARCHIBALD L",0.617283951,"417400 2005","0",2826.65401262846,102,0.260293779302368,2621.68792949656,158.6788232,185,0.957766124376402
"417400",1993,"ARCHIBALD L",0,"417400 1993","0",2252.71822654225,110,0.162467966853009,2621.68792949656,158.6788232,185,0.957766124376402
"417400",1999,"ARCHIBALD L",1.625,"417400 1999","0",2577.89881116452,103,0.18915006312392,2621.68792949656,158.6788232,185,0.957766124376402
"417400",1991,"ARCHIBALD L",0,"417400 1991","0",2596.10879461431,104,0.131267976096376,2621.68792949656,158.6788232,185,0.957766124376402
"417400",2011,"ARCHIBALD L",2.394366197,"417400 2011","0",2620.91210303564,107,0.182918669326813,2621.68792949656,158.6788232,185,0.957766124376402
"417400",2007,"ARCHIBALD LAKE",0.476190476190476,"417400 2007","0",2855.83562899416,94,0.146930360319804,2621.68792949656,158.6788232,185,0.957766124376402
"417900",1998,"BASS L",0,"417900 1998","0",2809.81105344836,94,0.125476324183948,2564.20984373592,58.67691156,186,0.570674361015948
"417900",2008,"BASS L",0,"417900 2008","0",2463.49102230498,112,0.151369914441341,2564.20984373592,58.67691156,186,0.570674361015948
"417900",2014,"BASS",0,"417900 2014","0",2419.32745545442,120,0.058308327263407,2564.20984373592,58.67691156,186,0.570674361015948
"418700",2005,"BOOT L",0.526315789,"418700 2005","0",2701.75234553166,102,0.255282933936422,2468.86727417273,93.14117062,154,0.862874841060402
"418700",2007,"BOOT L",1.052631579,"418700 2007","0",2749.95637240363,98,0.144564604922213,2468.86727417273,93.14117062,154,0.862874841060402
"418700",2013,"BOOT LAKE",0,"418700 2013","0",2485.50183900311,109,0.109260481402853,2468.86727417273,93.14117062,154,0.862874841060402
"418700",1996,"BOOT L",4.838709677,"418700 1996","0",2103.26307804433,125,0.139915729509333,2468.86727417273,93.14117062,154,0.862874841060402
"418700",2014,"BOOT",0,"418700 2014","0",2328.82293188763,123,0.0640989237429631,2468.86727417273,93.14117062,154,0.862874841060402
"418700",1999,"BOOT L",0.64516129,"418700 1999","0",2443.90707816601,103,0.196991104280047,2468.86727417273,93.14117062,154,0.862874841060402
"439800",1991,"WHEELER L",5.217391304,"439800 1991","0",2583.30582397039,102,0.163375463864158,2586.62670410704,113.8697774,145,0.586284665137268
"439800",1997,"WHEELER L",6.739130435,"439800 1997","0",2342.91198787135,110,0.249028968306717,2586.62670410704,113.8697774,145,0.586284665137268
"439800",1993,"WHEELER L",0.434782609,"439800 1993","0",2260.50859601387,105,0.122763678361406,2586.62670410704,113.8697774,145,0.586284665137268
"439800",1995,"WHEELER L",6.739130435,"439800 1995","0",2505.14592540531,97,0.20611038833439,2586.62670410704,113.8697774,145,0.586284665137268
"439800",1996,"WHEELER L",1.304347826,"439800 1996","0",2229.24320902838,124,0.135809841886561,2586.62670410704,113.8697774,145,0.586284665137268
"439800",2003,"WHEELER L",0,"439800 2003","0",2571.11550955312,110,0.114243781733345,2586.62670410704,113.8697774,145,0.586284665137268
"439800",2004,"WHEELER L",1.52173913,"439800 2004","0",2494.5313915735,107,0.124691570872986,2586.62670410704,113.8697774,145,0.586284665137268
"439800",2005,"WHEELER L",0.652173913,"439800 2005","0",2849.19420564856,99,0.228892140214427,2586.62670410704,113.8697774,145,0.586284665137268
"439800",2007,"WHEELER L",0,"439800 2007","0",2854.91488184691,92,0.127048506526012,2586.62670410704,113.8697774,145,0.586284665137268
"439800",2008,"WHEELER L",0.652173913,"439800 2008","0",2523.27539870899,110,0.160901712791651,2586.62670410704,113.8697774,145,0.586284665137268
"439800",2010,"WHEELER LAKE",0.727272727272727,"439800 2010","0",2805.60113507599,92,0.275845132414703,2586.62670410704,113.8697774,145,0.586284665137268
"439800",2012,"WHEELER L",0,"439800 2012","0",2741.86543852292,83,0.205432412981534,2586.62670410704,113.8697774,145,0.586284665137268
"439800",2013,"WHEELER LAKE",0,"439800 2013","0",2614.47269122717,106,0.130510458470264,2586.62670410704,113.8697774,145,0.586284665137268
"439800",1994,"WHEELER L",24.41860465,"439800 1994","1",2542.7227862659,105,0.134587442325368,2586.62670410704,113.8697774,145,0.586284665137268
"439800",1998,"WHEELER L",11.08695652,"439800 1998","1",2848.64797342586,92,0.144748325486067,2586.62670410704,113.8697774,145,0.586284665137268
"439800",1999,"WHEELER L",20,"439800 1999","1",2593.39727132353,99,0.14937572116184,2586.62670410704,113.8697774,145,0.586284665137268
"439800",2001,"WHEELER L",2.173913043,"439800 2001","0",2611.79974435794,106,0.121892008858353,2586.62670410704,113.8697774,145,0.586284665137268
"487500",1993,"MAIDEN L",0.178571429,"487500 1993","0",2191.22296617146,110,0.169978744983762,2382.95563363296,112.5737527,270,0.322965508549702
"487500",1992,"MAIDEN L",0.535714286,"487500 1992","0",2184.33888080413,109,0.152410594728043,2382.95563363296,112.5737527,270,0.322965508549702
"487500",1997,"MAIDEN L",0,"487500 1997","0",2272.6777776013,111,0.241936623661771,2382.95563363296,112.5737527,270,0.322965508549702
"487500",2005,"MAIDEN L",0.476190476333333,"487500 2005","0",2756.51910111085,102,0.26232610039689,2382.95563363296,112.5737527,270,0.322965508549702
"487500",1999,"MAIDEN L",0.545454545,"487500 1999","0",2510.01944247706,102,0.193071050092938,2382.95563363296,112.5737527,270,0.322965508549702
"494200",1996,"Rose Lake",0.919662290596089,"494200 1996","0",2208.19659354628,121,0.144333141234398,2532.55683450367,46.46595088,224,0.130448782469767
"494200",2007,"ROSE L",0,"494200 2007","0",2824.61723797454,90,0.129034795069041,2532.55683450367,46.46595088,224,0.130448782469767
"494200",2000,"ROSE L",1.506849315,"494200 2000","0",2522.29832501584,93,0.148339483673535,2532.55683450367,46.46595088,224,0.130448782469767
"494200",2004,"ROSE L",0.821917808,"494200 2004","0",2469.78705731068,104,0.125390800155128,2532.55683450367,46.46595088,224,0.130448782469767
"494200",2005,"ROSE L",1.095890411,"494200 2005","0",2810.16592021537,98,0.218833734155677,2532.55683450367,46.46595088,224,0.130448782469767
"494200",2002,"ROSE L",2.054794521,"494200 2002","0",2606.57025194458,101,0.266175869720258,2532.55683450367,46.46595088,224,0.130448782469767
"494200",2008,"ROSE L",0,"494200 2008","0",2471.38639501018,110,0.159144181352626,2532.55683450367,46.46595088,224,0.130448782469767
"494200",2009,"ROSE L",0,"494200 2009","0",2309.51261750339,104,0.101596350840717,2532.55683450367,46.46595088,224,0.130448782469767
"494200",2011,"ROSE L",0,"494200 2011","0",2570.47711201221,105,0.186610239261375,2532.55683450367,46.46595088,224,0.130448782469767
"540600",2014,"HIGH FALLS FLOWAGE",0,"540600 2014","0",2602.43714261905,112,0.154893984775472,2602.43714261905,576.8754966,265,0.166832874110642
"653700",1991,"PATTEN L",36.41025641,"653700 1991","1",2456.14169898592,107,0.119440974268126,2404.07275139035,102.7914856,156,-0.948232064649474
"653700",1997,"PATTEN L",67.69230769,"653700 1997","1",2162.78022370063,118,0.19478600207256,2404.07275139035,102.7914856,156,-0.948232064649474
"653700",1998,"PATTEN L",16.92307692,"653700 1998","1",2690.32737522232,97,0.113613812762864,2404.07275139035,102.7914856,156,-0.948232064649474
"653700",1999,"PATTEN L",81.81818182,"653700 1999","1",2412.73206497944,105,0.199424245334338,2404.07275139035,102.7914856,156,-0.948232064649474
"653700",2000,"PATTEN L",5.641025641,"653700 2000","0",2415.67658586435,98,0.116813588906299,2404.07275139035,102.7914856,156,-0.948232064649474
"653700",2001,"PATTEN L",116.1538462,"653700 2001","1",2495.69574755968,110,0.149502157366622,2404.07275139035,102.7914856,156,-0.948232064649474
"653700",2002,"PATTEN L",105.8974359,"653700 2002","1",2462.08294542591,107,0.297262448053783,2404.07275139035,102.7914856,156,-0.948232064649474
"653700",2004,"PATTEN L",114.615384635,"653700 2004","1",2306.9721470018,108,0.137919688573995,2404.07275139035,102.7914856,156,-0.948232064649474
"653700",2007,"PATTEN L",1.538461538,"653700 2007","0",2739.28814984019,100,0.125680019123407,2404.07275139035,102.7914856,156,-0.948232064649474
"653700",2008,"PATTEN L",4.102564103,"653700 2008","0",2343.94775860737,112,0.155206511858615,2404.07275139035,102.7914856,156,-0.948232064649474
"653700",2010,"PATTEN L",20,"653700 2010","1",2657.69798569555,93,0.299070400658971,2404.07275139035,102.7914856,156,-0.948232064649474
"653700",1992,"PATTEN L",12.05128205,"653700 1992","1",2096.57014923983,111,0.133711280179565,2404.07275139035,102.7914856,156,-0.948232064649474
"653700",1993,"PATTEN L",11.42857143,"653700 1993","1",2085.50160051059,112,0.166966316897093,2404.07275139035,102.7914856,156,-0.948232064649474
"653700",1996,"PATTEN L",11.28205128,"653700 1996","1",2065.46962555428,128,0.120520129780829,2404.07275139035,102.7914856,156,-0.948232064649474
"653700",2014,"PATTEN",0.73,"653700 2014","0",2301.9121458222,123,0.0640285173462426,2404.07275139035,102.7914856,156,-0.948232064649474
"653700",2013,"PATTEN",50.51,"653700 2013","1",2483.30868814596,106,0.137476930064406,2404.07275139035,102.7914856,156,-0.948232064649474
"653700",2011,"PATTEN L",15.78947368,"653700 2011","1",2482.64142364122,105,0.177768617415265,2404.07275139035,102.7914856,156,-0.948232064649474
"653700",2012,"PATTEN L",14.87179487,"653700 2012","1",2614.56320922898,85,0.233580404364115,2404.07275139035,102.7914856,156,-0.948232064649474
"672900",1992,"KEYES L",62.42424242,"672900 1992","1",2118.85293639503,110,0.144411981374343,2392.22175513142,78.83712274,157,-0.490029290938539
"672900",1991,"KEYES L",14.84848485,"672900 1991","1",2484.2586102291,104,0.123295971985128,2392.22175513142,78.83712274,157,-0.490029290938539
"672900",1998,"KEYES L",1.818181818,"672900 1998","0",2702.19880272387,95,0.124391572028835,2392.22175513142,78.83712274,157,-0.490029290938539
"672900",1993,"KEYES L",2.424242424,"672900 1993","0",2123.6003388193,110,0.185793911014224,2392.22175513142,78.83712274,157,-0.490029290938539
"672900",1996,"KEYES L",6.96969697,"672900 1996","0",2102.37586132437,125,0.143998602098144,2392.22175513142,78.83712274,157,-0.490029290938539
"672900",1997,"KEYES L",25.15151515,"672900 1997","1",2210.62866711206,113,0.229810629650067,2392.22175513142,78.83712274,157,-0.490029290938539
"672900",2010,"KEYES L",3.03030303,"672900 2010","0",2711.46827677015,92,0.29611103537632,2392.22175513142,78.83712274,157,-0.490029290938539
"672900",1999,"KEYES L",0,"672900 1999","0",2464.4518125822,103,0.201431267874465,2392.22175513142,78.83712274,157,-0.490029290938539
"672900",2000,"KEYES L",0.303030303,"672900 2000","0",2444.8724776038,94,0.152775607736459,2392.22175513142,78.83712274,157,-0.490029290938539
"672900",2004,"KEYES LAKE",1.25,"672900 2004","0",2373.09701904225,106,0.142026825449789,2392.22175513142,78.83712274,157,-0.490029290938539
"672900",2012,"KEYES L",0.285714286,"672900 2012","0",2646.79990739926,85,0.220978050381287,2392.22175513142,78.83712274,157,-0.490029290938539
"672900",2014,"KEYES",0,"672900 2014","0",2324.05635157562,118,0.0439848134923507,2392.22175513142,78.83712274,157,-0.490029290938539
"677100",1992,"FAY L",0,"677100 1992","0",1995.56411621716,111,0.144721293987445,2164.3282169615,110.2726445,177,-0.681029591295455
"677100",1991,"FAY L",0,"677100 1991","0",2333.09231770584,103,0.117958554953915,2164.3282169615,110.2726445,177,-0.681029591295455
"692400",1990,"BUTTERNUT L",0,"692400 1990","0",2183.93648547913,112,0.123674567224803,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",1986,"BUTTERNUT L",4.375,"692400 1986","0",2222.31557182276,116,0.0763949246532726,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",1987,"BUTTERNUT L",8,"692400 1987","0",2393.42162370561,106,0.130609747280468,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",1994,"BUTTERNUT L",165,"692400 1994","1",2216.19309754514,114,0.157029688283287,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",1991,"BUTTERNUT L",135.5,"692400 1991","1",2332.96161024045,111,0.103718885697694,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",1992,"BUTTERNUT L",0.625,"692400 1992","0",1958.77640772255,113,0.133213927329459,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",1993,"BUTTERNUT L",3,"692400 1993","0",1937.38419333613,115,0.136531769560962,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",1999,"BUTTERNUT L",47.625,"692400 1999","1",2255.02751993521,111,0.15494332129325,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",2000,"BUTTERNUT L",13.625,"692400 2000","1",2257.12445061116,111,0.110962593748648,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",2001,"BUTTERNUT L",5.25,"692400 2001","0",2325.25264547562,114,0.150647989594754,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",2008,"BUTTERNUT L",35.125,"692400 2008","1",2178.88264982107,115,0.141178227126454,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",2009,"BUTTERNUT L",74.5,"692400 2009","1",2054.21059297639,111,0.120202529719611,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",2010,"BUTTERNUT L",12.875,"692400 2010","1",2479.3369221034,98,0.276310085268265,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",2011,"BUTTERNUT L",73,"692400 2011","1",2352.81969198381,113,0.131845545730947,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",2012,"BUTTERNUT L",3.375,"692400 2012","0",2412.67681473349,99,0.134758578941356,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",2013,"BUTTERNUT",76.15,"692400 2013","1",2343.3921325629,113,0.106038078025618,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",2014,"BUTTERNUT",23.11,"692400 2014","1",2166.80493360267,128,0.0600559241445406,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",1996,"BUTTERNUT L",34.125,"692400 1996","1",1932.43283868224,134,0.0861752838704959,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",1997,"BUTTERNUT L",35.4583333333333,"692400 1997","1",2034.12321082606,122,0.156849678360472,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692400",1998,"BUTTERNUT L",34.1666666666667,"692400 1998","1",2529.97002403226,103,0.0988652290286659,2228.3521708599,504.3878473,91.75,-1.77896544463837
"692900",1991,"FRANKLIN L",17.42424242,"692900 1991","1",2339.52713115468,113,0.0756568257392816,2231.18428511794,339.6924312,42,-1.91997418522797
"692900",1992,"FRANKLIN L",25.75757576,"692900 1992","1",1965.54614469383,115,0.13007173656709,2231.18428511794,339.6924312,42,-1.91997418522797
"692900",1994,"FRANKLIN L",54.09090909,"692900 1994","1",2214.71048496057,116,0.17420351306076,2231.18428511794,339.6924312,42,-1.91997418522797
"692900",1995,"FRANKLIN L",29.09090909,"692900 1995","1",2206.61860414724,114,0.23949789736475,2231.18428511794,339.6924312,42,-1.91997418522797
"692900",1996,"FRANKLIN L",45.15151515,"692900 1996","1",1936.3002816706,135,0.0815251279618778,2231.18428511794,339.6924312,42,-1.91997418522797
"692900",1997,"FRANKLIN L",9.545454545,"692900 1997","0",2036.45699802617,123,0.161028087036063,2231.18428511794,339.6924312,42,-1.91997418522797
"692900",1998,"FRANKLIN L",102,"692900 1998","1",2531.65342568282,103,0.100077057062693,2231.18428511794,339.6924312,42,-1.91997418522797
"692900",1999,"FRANKLIN L",177.4242424,"692900 1999","1",2265.13453256731,112,0.167370604468819,2231.18428511794,339.6924312,42,-1.91997418522797
"692900",2000,"FRANKLIN L",153.030303,"692900 2000","1",2259.54366300934,112,0.108696130794537,2231.18428511794,339.6924312,42,-1.91997418522797
"692900",2001,"FRANKLIN L",50.45454545,"692900 2001","1",2323.20517478305,115,0.161903966831219,2231.18428511794,339.6924312,42,-1.91997418522797
"692900",2002,"FRANKLIN L",27.12121212,"692900 2002","1",2309.40477775896,110,0.251932748916793,2231.18428511794,339.6924312,42,-1.91997418522797
"692900",2003,"FRANKLIN L",4.545454545,"692900 2003","0",2299.40545958459,115,0.127497264878416,2231.18428511794,339.6924312,42,-1.91997418522797
"692900",2004,"FRANKLIN L",3.4848484845,"692900 2004","0",2136.00997312065,112,0.158122510421889,2231.18428511794,339.6924312,42,-1.91997418522797
"692900",2008,"FRANKLIN L",49.24242424,"692900 2008","1",2180.26618534547,116,0.137137397789824,2231.18428511794,339.6924312,42,-1.91997418522797
"692900",2011,"FRANKLIN L",6.515151515,"692900 2011","0",2355.67915810769,115,0.124486513767723,2231.18428511794,339.6924312,42,-1.91997418522797
"692900",2013,"FRANKLIN",8.33,"692900 2013","0",2353.36809495498,116,0.102056917401634,2231.18428511794,339.6924312,42,-1.91997418522797
"692900",1987,"FRANKLIN L",42.1875,"692900 1987","1",2386.25736578994,107,0.131623804880375,2231.18428511794,339.6924312,42,-1.91997418522797
"692900",1989,"FRANKLIN L",2.037878788,"692900 1989","0",2120.20871426989,119,0.117357188374366,2231.18428511794,339.6924312,42,-1.91997418522797
"692900",1990,"FRANKLIN L",5,"692900 1990","0",2173.20524761311,114,0.12390324740762,2231.18428511794,339.6924312,42,-1.91997418522797
"716800",1996,"KENTUCK L",0,"716800 1996","0",2038.53257526075,132,0.092929172169844,2391.67209393746,405.1525244,81,-0.409677900220133
"716800",1987,"KENTUCK L",38.8,"716800 1987","1",2501.31466636281,103,0.138585907064277,2391.67209393746,405.1525244,81,-0.409677900220133
"716800",1992,"KENTUCK L",0,"716800 1992","0",2070.18787031128,113,0.113715888957409,2391.67209393746,405.1525244,81,-0.409677900220133
"716800",1994,"KENTUCK L",0,"716800 1994","0",2325.99599802063,111,0.107636525550242,2391.67209393746,405.1525244,81,-0.409677900220133
"716800",2000,"KENTUCK L",126.8333333,"716800 2000","1",2356.74213807401,103,0.076573965831334,2391.67209393746,405.1525244,81,-0.409677900220133
"716800",1997,"KENTUCK L",0,"716800 1997","0",2132.40124400517,121,0.140477089139686,2391.67209393746,405.1525244,81,-0.409677900220133
"716800",1998,"KENTUCK L",0,"716800 1998","0",2648.89663025626,102,0.108702564665949,2391.67209393746,405.1525244,81,-0.409677900220133
"716800",1999,"KENTUCK L",102,"716800 1999","1",2357.27881285295,108,0.17350214217742,2391.67209393746,405.1525244,81,-0.409677900220133
